Variance,Max Variance,Scharr,Noise,Status
0.002628214097584,0.588235294117647,0.000928305323635,0.463313193282994,1
0.002127724020391,0.541176470588235,0.000849968244535,0.531146952743025,1
0.001150629409238,0.447058823529412,0.000590422663998,0.388826555693279,1
0.00094771458656,0.380392156862745,0.000714569825331,0.320992796233267,1
0.001577092793305,0.364705882352941,0.000587615299144,0.395479433822962,1
0.001190990209721,0.337254901960784,0.000459031398424,0.59232783407335,1
0.001290820923373,0.427450980392157,0.001034087815937,0.438484314086423,1
0.000775506896072,0.305882352941176,0.000549262401758,0.407002556760168,1
0.001609932053696,0.772549019607843,0.000946140565903,0.438484314086432,1
0.004251319693966,0.533333333333333,0.00082645335866,0.666814471663098,1
0.002233568166182,0.509803921568627,0.001265124190503,0.463313193283003,1
0.001003302414796,0.372549019607843,0.000681386688484,0.320992796233259,1
0.001500883681524,0.372549019607843,0.000822910207102,0.407002556760177,1
0.001047227127156,0.392156862745098,0.000594627557619,0.370650554626413,1
0.001171190377864,0.435294117647059,0.000490098606328,0.277987915969799,1
0.00066848864799,0.419607843137255,0.000500640469002,0.302816795166367,1
0.00137828855952,0.466666666666667,0.00059169543246,0.388826555693284,1
0.003019378124236,0.411764705882353,0.000721872744516,0.802481990583135,1
0.001851827789509,0.407843137254902,0.000767759224804,0.438484314086443,1
0.000727003135578,0.298039215686275,0.000327202659898,0.456660315153316,1
0.001055513930031,0.372549019607843,0.000700427725213,0.395479433822977,1
0.001237966197737,0.549019607843137,0.000461741494242,0.438484314086428,1
0.001133855717754,0.35686274509804,0.000782566631426,0.320992796233235,1
0.000687869615212,0.36078431372549,0.00042480000874,0.277987915969798,1
0.001828392705246,0.615686274509804,0.000567358161154,0.555975831939588,1
0.001202995392389,0.392156862745098,0.000411287978476,0.555975831939608,1
0.000510030049396,0.76078431372549,0.000538897635131,1.29006748478685E-14,1
0.001937664922417,0.450980392156863,0.000950644173493,0.605633590332748,1
0.000447764896817,0.309803921568627,0.000591060390569,0.110838639723481,1
0.002239684846606,0.525490196078431,0.000913598074455,0.617156713269935,1
0.000284022790519,0.333333333333333,0.000510896007845,0.142320397049758,1
0.000274948266606,0.23921568627451,0.000549244875089,0.277987915969803,1
0.000193724191805,0.309803921568627,0.00036758851958,0.067833759460028,1
0.001282329523052,0.407843137254902,0.000572440278937,0.506318073546462,1
0.000892437317769,0.341176470588235,0.000529547110497,0.259811914902916,1
0.000844391237243,0.643137254901961,0.000694295592935,0.388826555693277,1
0.001674621219751,0.537254901960784,0.000880123565138,0.481489194349873,1
0.001224741125005,0.392156862745098,0.000657200808854,0.438484314086423,1
0.000396277902754,0.337254901960784,0.000408408663088,0.302816795166376,1
0.001856749759937,0.470588235294118,0.000846516782373,0.574151833006475,1
0.000222316096835,0.286274509803921,0.000366392412336,0.253159036773208,1
0.001201062400438,0.435294117647059,0.000735187702657,0.246506158643538,1
0.001263141220564,0.517647058823529,0.000689510096568,0.370650554626402,1
0.003487257273285,0.588235294117647,0.00116112894417,0.555975831939601,1
0.003427968733075,0.505882352941177,0.000972981798426,0.759477110319676,1
0.002263308986159,0.505882352941177,0.000852664440709,0.549322953809905,1
0.002603616986288,0.549019607843137,0.000952396115403,0.370650554626409,1
0.000584249406613,0.494117647058824,0.000432358807284,0.0926626386566,1
0.001025841188317,0.450980392156863,0.000787010433165,0.228330157576659,1
0.001593628128554,0.525490196078431,0.000887139747292,0.574151833006475,1
0.000983844880643,0.396078431372549,0.000609078245533,0.345821675429822,1
0.000836821982091,0.32156862745098,0.000456676307844,0.463313193283024,1
0.000902886762204,0.435294117647059,0.00059054583562,0.438484314086426,1
0.001132020734809,0.447058823529412,0.000659544493894,0.388826555693283,1
0.0011487300539,0.349019607843137,0.000581005927761,0.524494074613338,1
0.001214249630428,0.525490196078431,0.000746260510082,0.388826555693284,1
0.001658808613691,0.419607843137255,0.00061289039414,0.531146952743024,1
0.000742675055542,0.541176470588235,0.00058386389714,0.153843519986924,1
0.000888320245222,0.478431372549019,0.000719327492848,0.413655434889841,1
0.002320115119444,0.43921568627451,0.001186417153343,0.390609189015462,1
0.000809428813058,0.435294117647059,0.00064620714643,0.178672399183509,1
0.00032814121154,0.219607843137255,0.000275401535056,0.352474553559516,1
0.000948554837776,0.372549019607843,0.000614835521562,0.413655434889855,1
0.000712728079938,0.470588235294118,0.000749939223624,0.21015415650977,1
0.000899090653763,0.43921568627451,0.000575546598235,0.438484314086427,1
0.000886643940238,0.392156862745098,0.000927579464171,0.388826555693281,1
0.001509506055076,0.454901960784314,0.000955222926355,0.320992796233256,1
0.001101411226676,0.435294117647059,0.000641822252244,0.395479433822976,1
0.000266579158686,0.388235294117647,0.000271417747491,0.320992796233275,1
0.000782220693572,0.384313725490196,0.000534353657401,0.277987915969802,1
0.000921037955962,0.419607843137255,0.000858289523373,0.413655434889846,1
0.001110475315502,0.384313725490196,0.000929723701181,0.395479433822991,1
0.00183818812472,0.490196078431373,0.000808663785301,0.512970951676154,1
0.000326860567579,0.266666666666666,0.000429485422959,0.203501278380084,1
0.001435261084997,0.435294117647059,0.000694517679741,0.420308313019547,1
0.001531516210366,0.474509803921568,0.000957470228581,0.555975831939598,1
0.000760780762456,0.4,0.000581734694494,0.438484314086428,1
0.000553988021631,0.290196078431372,0.000388589942396,0.228330157576665,1
0.000665904380584,0.356862745098039,0.000504099654163,0.345821675429825,1
0.000976373089237,0.458823529411765,0.000528376397665,0.413655434889846,1
0.000471144256554,0.321568627450981,0.000379242381325,0.210154156509772,1
0.00109393935127,0.454901960784314,0.000440159028488,0.531146952743039,1
0.001917512926171,0.364705882352942,0.000600141884749,0.691643350859652,1
0.00088060739298,0.403921568627451,0.000479335282663,0.135667518920047,1
0.002595395739231,0.596078431372549,0.001228597741773,0.574151833006467,1
0.001140468648902,0.415686274509804,0.000724512706386,0.481489194349874,1
0.000475789261793,0.364705882352941,0.000374611969087,0.25315903677324,1
0.000936315535588,0.376470588235294,0.000785648174829,0.420308313019543,1
0.00086930669088,0.494117647058824,0.000673669547692,0.320992796233248,1
0.0009449763977,0.403921568627451,0.000607753394911,0.438484314086429,1
0.000621763754566,0.525490196078431,0.000691483600775,0.185325277313203,1
0.001016576149987,0.427450980392157,0.000577302254632,0.345821675429823,1
0.00030447305773,0.309803921568628,0.000368392269054,0.049657758393149,1
0.001251550662725,0.486274509803922,0.001133648219768,0.2779879159698,1
0.00119194057104,0.388235294117647,0.000893797217242,0.388826555693275,1
0.001498123509292,0.462745098039216,0.00080077279699,0.481489194349881,1
0.001632523552715,0.384313725490196,0.001060092285243,0.438484314086428,1
0.000203634706191,0.235294117647059,0.000276730869515,5.14380974795393E-17,1
0.000671063469482,0.36078431372549,0.00044522614311,0.142320397049758,1
0.002846302658961,0.580392156862745,0.001627206555122,0.25315903677324,1
0.002495797898045,0.419607843137255,0.001028701978804,0.716472230056224,1
0.000942276765177,0.549019607843137,0.000503853103397,0.420308313019548,1
0.001569131260134,0.509803921568627,0.0006728230168,0.531146952743027,1
0.001544528355768,0.435294117647059,0.000756895396947,0.506318073546448,1
0.001246861681039,0.454901960784314,0.001003850503068,0.37065055462639,1
0.000783556723217,0.423529411764706,0.00062732234118,0.185325277313201,1
0.000567027399391,0.325490196078431,0.000724224087864,0.228330157576666,1
0.000677102346722,0.384313725490196,0.00073794505006,0.296163917036684,1
0.000831614415178,0.4,0.000556474639886,0.320992796233248,1
0.000287937646836,0.392156862745098,0.000387391390905,0.228330157576651,1
0.000863336232314,0.372549019607843,0.000687743049044,0.203501278380079,1
0.00073339999314,0.345098039215686,0.00041756982579,0.438484314086429,1
0.000458055484467,0.231372549019608,0.000204425114383,0.395479433822972,1
0.001545951334953,0.470588235294118,0.000938113409309,0.320992796233237,1
0.001933496958037,0.462745098039216,0.000495316757358,0.370650554626407,1
0.00161332885271,0.474509803921569,0.000959954034911,0.445137192216116,1
0.000829326615387,0.474509803921569,0.000651437777064,0.413655434889845,1
0.000606813734586,0.329411764705882,0.000375048598834,0.25315903677323,1
0.000726330148431,0.329411764705883,0.000842524548416,0.320992796233253,1
0.000680375938262,0.447058823529412,0.000598142803267,0.253159036773227,1
0.000415876008083,0.305882352941177,0.00053730390194,0.160496398116644,1
0.000370455431172,0.298039215686275,0.000187003453747,0.345821675429832,1
0.002884153777087,0.533333333333334,0.001232098659163,0.42030831301954,1
0.00189905033599,0.592156862745098,0.000759706310262,0.253159036773241,1
0.001024558708641,0.403921568627451,0.000659232046783,0.388826555693284,1
0.001272592677835,0.56078431372549,0.000734248394135,0.327645674362951,1
0.002020535226486,0.533333333333333,0.000634296349612,0.438484314086428,1
0.00066857324652,0.333333333333333,0.000369020076716,0.438484314086431,1
0.005775175771901,0.450980392156863,0.001179797007101,0.438484314086413,1
0.00069010958122,0.447058823529412,0.000511795817501,0.234983035706341,1
0.000887996036246,0.525490196078431,0.000612869006138,0.277987915969799,1
0.000549344696396,0.313725490196079,0.000486260206255,0.117491517853172,1
0.001376792399686,0.423529411764706,0.000590484451889,0.420308313019551,1
0.002530226770152,0.427450980392157,0.000915020034402,0.574151833006479,1
0.000516578420472,0.27843137254902,0.000414117694962,0.092662638656593,1
0.000621846091451,0.415686274509804,0.00048017473732,0.25315903677323,1
0.001939976447136,0.501960784313726,0.000881996008076,0.370650554626404,1
0.000572020874195,0.305882352941176,0.000368655352316,0.185325277313215,1
0.002459151853748,0.505882352941177,0.000526758856656,0.590545200751181,1
0.001728576193069,0.498039215686274,0.000627544819428,0.382173677563585,1
0.000373617593722,0.290196078431372,0.000579631124689,0.253159036773226,1
0.000989792870574,0.384313725490196,0.000548154192866,0.413655434889858,1
0.002260072143022,0.533333333333333,0.000633439573965,0.592327834073366,1
0.00089532898524,0.435294117647058,0.000526139221191,0.388826555693272,1
0.000686715530279,0.364705882352941,0.000295748683311,0.438484314086429,1
0.000998826320872,0.470588235294117,0.00036250575619,0.413655434889848,1
0.000659938989717,0.403921568627451,0.000531567520666,0.185325277313209,1
0.001481149354701,0.482352941176471,0.000607393082653,0.370650554626416,1
0.000667196444209,0.356862745098039,0.000393647186091,0.39547943382294,1
0.00082344291079,0.4,0.000610853840456,0.253159036773221,1
0.001331107425469,0.384313725490196,0.000504032885144,0.413655434889853,1
0.000894424632067,0.333333333333333,0.000618058428053,0.296163917036681,1
